IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/11H(PETER+MARTYR)4,,"the Dominican friar Peter Martyr of Verona; possible attributes: crucifix, finger at lips, palm, sword (axe or knife) in skull (or breast), wound in head - non-miraculous activities and events ~ male saint"
http://iconclass.org/11H(PETER+MARTYR)5,,miraculous activities and events ~ St. Peter Martyr
http://iconclass.org/11H(PETER+MARTYR)6,,"martyrdom, suffering, misfortune, death of St. Peter Martyr"
http://iconclass.org/11H(PETER+MARTYR)7,,"the Dominican friar Peter Martyr of Verona; possible attributes: crucifix, finger at lips, palm, sword (axe or knife) in skull (or breast), wound in head - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(PETER+MARTYR)8,,"the Dominican friar Peter Martyr of Verona; possible attributes: crucifix, finger at lips, palm, sword (axe or knife) in skull (or breast), wound in head - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(PETER+MARTYR)9,,"the Dominican friar Peter Martyr of Verona; possible attributes: crucifix, finger at lips, palm, sword (axe or knife) in skull (or breast), wound in head - portrait of male saint"
http://iconclass.org/11H(PETER+NOLASCO),,"the co-founder of the Mercedarians, Peter Nolasco; possible attributes: badge (or banner) with the arms of Aragon, captives, broken chains, double cross, olive-branch"
http://iconclass.org/11H(PHILIP+NERI)11,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - male saint as patron, protector, intercessor"
http://iconclass.org/11H(PHILIP+NERI)12,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(PHILIP+NERI)13,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - male saint as founder of Order"
http://iconclass.org/11H(PHILIP+NERI)31,,"personal devotion of St. Philip Neri - vocation, conversion of male saint"
http://iconclass.org/11H(PHILIP+NERI)32,,"personal devotion of St. Philip Neri - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(PHILIP+NERI)33,,"personal devotion of St. Philip Neri - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(PHILIP+NERI)34,,"the Madonna appears to St. Philip Neri, who kneels down in prayer, or celebrates Mass; sometimes two angels support the swooning Philip"
http://iconclass.org/11H(PHILIP+NERI)35,,personal devotion of St. Philip Neri - temptation of male saint
http://iconclass.org/11H(PHILIP+NERI)36,,personal devotion of St. Philip Neri - penitence of male saint
http://iconclass.org/11H(PHILIP+NERI)37,,"personal devotion of St. Philip Neri - male saint meditating, in ecstasy"
http://iconclass.org/11H(PHILIP+NERI)41,,St. Philip Neri meeting Charles Borromeo
http://iconclass.org/11H(PHILIP+NERI)42,,St. Philip Neri healing the sick
http://iconclass.org/11H(PHILIP+NERI)59,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - stigmatization of male saint"
http://iconclass.org/11H(PHILIP+NERI)68,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - death, deathbed of male saint"
http://iconclass.org/11H(PHILIP+NERI)69,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - maltreatment of corpse of male saint"
http://iconclass.org/11H(PHILIP+NERI)81,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - finding, transportation of relics of male saint"
http://iconclass.org/11H(PHILIP+NERI)82,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(PHILIP+NERI)83,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(PHILIP+NERI)84,,"the founder of the Congregation of the Oratory (Oratorians) Philip Neri; possible attributes: lily, rosary - beatification, canonization of male saint"
http://iconclass.org/11H(SATURNINUS)119,,"Saturninus (Sernin), martyr and bishop of Toulouse; possible attributes: bull - male saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11H(SATURNINUS)131,,"Saturninus (Sernin), martyr and bishop of Toulouse; possible attributes: bull - male saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11H(SIMON+STOCK)11,,St. Simon Stock interceding for the souls in purgatory
http://iconclass.org/11H(SIMON+STOCK)12,,"specific aspects ~ St. Simon Stock - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(SIMON+STOCK)13,,specific aspects ~ St. Simon Stock - male saint as founder of Order
http://iconclass.org/11H(SIMON+STOCK)31,,"personal devotion of St. Simon Stock - vocation, conversion of male saint"
http://iconclass.org/11H(SIMON+STOCK)32,,"personal devotion of St. Simon Stock - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(SIMON+STOCK)33,,"personal devotion of St. Simon Stock - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(SIMON+STOCK)34,,"St. Simon Stock, kneeling before a vision of the Virgin Mary, receives a scapular from her, or from the infant Christ"
http://iconclass.org/11H(SIMON+STOCK)35,,personal devotion of St. Simon Stock - temptation of male saint
http://iconclass.org/11H(SIMON+STOCK)36,,personal devotion of St. Simon Stock - penitence of male saint
http://iconclass.org/11H(SIMON+STOCK)37,,"personal devotion of St. Simon Stock - male saint meditating, in ecstasy"
http://iconclass.org/11H(SIMON+STOCK)59,,the Carmelite friar Simon Stock; possible attributes: scapular - stigmatization of male saint
http://iconclass.org/11H(SIMON+STOCK)68,,"the Carmelite friar Simon Stock; possible attributes: scapular - death, deathbed of male saint"
http://iconclass.org/11H(SIMON+STOCK)69,,the Carmelite friar Simon Stock; possible attributes: scapular - maltreatment of corpse of male saint
http://iconclass.org/11H(SIMON+STOCK)81,,"the Carmelite friar Simon Stock; possible attributes: scapular - finding, transportation of relics of male saint"
http://iconclass.org/11H(SIMON+STOCK)82,,the Carmelite friar Simon Stock; possible attributes: scapular - miracles occurring during handling of relics of male saint
http://iconclass.org/11H(SIMON+STOCK)83,,"the Carmelite friar Simon Stock; possible attributes: scapular - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(SIMON+STOCK)84,,"the Carmelite friar Simon Stock; possible attributes: scapular - beatification, canonization of male saint"
http://iconclass.org/11H(THEODORE+I)119,,"St. Theodore I and George, both on horseback, simultaneously slay a dragon - male saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11H(THEODORE+I)131,,"specific aspects ~ St. Theodore I - male saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11H(THEODORE+II)11,,St. Theodore II as patron saint of Venice
http://iconclass.org/11H(THEODORE+II)12,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(THEODORE+II)13,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - male saint as founder of Order"
http://iconclass.org/11H(THEODORE+II)31,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - vocation, conversion of male saint"
http://iconclass.org/11H(THEODORE+II)32,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(THEODORE+II)33,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(THEODORE+II)34,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(THEODORE+II)35,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - temptation of male saint"
http://iconclass.org/11H(THEODORE+II)36,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - penitence of male saint"
http://iconclass.org/11H(THEODORE+II)37,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - male saint meditating, in ecstasy"
http://iconclass.org/11H(THEODORE+II)41,,St. Theodore II sets fire to the temple of Cybele
http://iconclass.org/11H(THEODORE+II)51,,St. Theodore II on horseback slaying a dragon
http://iconclass.org/11H(THEODORE+II)59,,miraculous activities and events ~ St. Theodore II - stigmatization of male saint
http://iconclass.org/11H(THEODORE+II)61,,the flesh of St. Theodore II is torn with rakes or combs
http://iconclass.org/11H(THEODORE+II)62,,St. Theodore II is burned alive
http://iconclass.org/11H(THEODORE+II)68,,"martyrdom, suffering, misfortune, death of St. Theodore II - death, deathbed of male saint"
http://iconclass.org/11H(THEODORE+II)69,,"martyrdom, suffering, misfortune, death of St. Theodore II - maltreatment of corpse of male saint"
http://iconclass.org/11H(THEODORE+II)81,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - finding, transportation of relics of male saint"
http://iconclass.org/11H(THEODORE+II)82,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(THEODORE+II)83,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(THEODORE+II)84,,"the warrior martyr Theodore Tiro of Echaïta (or Amasea); possible attributes: banner, cuirass, dragon (or crocodile), lance, shield, sword - beatification, canonization of male saint"
http://iconclass.org/11H(THOMAS+BECKET),,"the martyr Thomas Becket, archbishop of Canterbury; possible attributes: (red) chasuble, sword in skull"
http://iconclass.org/11H(WILLIBRORD)119,,"the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11H(WILLIBRORD)131,,"the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(APOLLONIA)119,,"the virgin martyr Apollonia of Alexandria; possible attributes: book, crown, palm-branch, tooth in pincers - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(APOLLONIA)131,,"the virgin martyr Apollonia of Alexandria; possible attributes: book, crown, palm-branch, tooth in pincers - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(CATHERINE)119,,"the virgin martyr Catherine of Alexandria; possible attributes: book, crown, emperor Maxentius, palm-branch, ring, sword, wheel - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(CATHERINE)131,,"the virgin martyr Catherine of Alexandria; possible attributes: book, crown, emperor Maxentius, palm-branch, ring, sword, wheel - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(CATHERINE)411,,the fifty philosophers are burned alive ~ St. Catherine of Alexandria
http://iconclass.org/11HH(CATHERINE)631,,"the wheel of St. Catherine of Alexandria is destroyed by a thunderbolt from heaven, or by angels with a sword"
http://iconclass.org/11HH(CHRISTINA)119,,"the virgin martyr Christina of Bolsena; possible attributes: arrow(s), book, flames, millstone, tongs, snake, wheel - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(CHRISTINA)131,,"the virgin martyr Christina of Bolsena; possible attributes: arrow(s), book, flames, millstone, tongs, snake, wheel - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(CUNEGUNDA)119,,"Cunegunda of Bamberg, wife of Henry II, king of Germany; possible attributes: crown, model of church, ploughshare, sceptre - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(CUNEGUNDA)131,,"Cunegunda of Bamberg, wife of Henry II, king of Germany; possible attributes: crown, model of church, ploughshare, sceptre - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(ELISABETH)119,,"Elisabeth, mother of John the Baptist; possible attributes: John the Baptist as child - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(ELISABETH)131,,"Elisabeth, mother of John the Baptist; possible attributes: John the Baptist as child - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(GENEVIEVE)111,,"St. Genevieve as patroness of Paris, watching over the population"
http://iconclass.org/11HH(GENEVIEVE)112,,St. Genevieve as intercessor for good weather or rain
http://iconclass.org/11HH(GENEVIEVE)119,,"St. Genevieve as patroness, intercessor - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(GENEVIEVE)131,,"specific aspects ~ St. Genevieve - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(JOAN+OF+ARC)0,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - female saint represented in a group"
http://iconclass.org/11HH(JOAN+OF+ARC)1,,specific aspects ~ St. Joan of Arc
http://iconclass.org/11HH(JOAN+OF+ARC)2,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - early life of female saint"
http://iconclass.org/11HH(JOAN+OF+ARC)3,,personal devotion of St. Joan of Arc
http://iconclass.org/11HH(JOAN+OF+ARC)4,,non-miraculous activities and events ~ St. Joan of Arc
http://iconclass.org/11HH(JOAN+OF+ARC)5,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(JOAN+OF+ARC)6,,"martyrdom, suffering, misfortune, death of St. Joan of Arc"
http://iconclass.org/11HH(JOAN+OF+ARC)7,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(JOAN+OF+ARC)8,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - post-mortem occurrences of female saint"
http://iconclass.org/11HH(JOAN+OF+ARC)9,,"Joan of Arc (Jeanne d'Arc); possible attributes: armour, banner, lance, sword - portrait of female saint"
http://iconclass.org/11HH(MARY+SALOME)0,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - female saint represented in a group"
http://iconclass.org/11HH(MARY+SALOME)1,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - specific aspects ~ female saint"
http://iconclass.org/11HH(MARY+SALOME)2,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - early life of female saint"
http://iconclass.org/11HH(MARY+SALOME)3,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - personal devotion of female saint"
http://iconclass.org/11HH(MARY+SALOME)4,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - non-miraculous activities and events ~ female saint"
http://iconclass.org/11HH(MARY+SALOME)5,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(MARY+SALOME)6,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - martyrdom, suffering, misfortune, death of female saint"
http://iconclass.org/11HH(MARY+SALOME)7,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(MARY+SALOME)8,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - post-mortem occurrences of female saint"
http://iconclass.org/11HH(MARY+SALOME)9,,"Mary Salome, sister of the Virgin and mother of James the Great and John the Evangelist, also one of the midwives; possible attributes: jar of ointment - portrait of female saint"
http://iconclass.org/11HH(MYRRHOPHORES),,the three (sometimes four) Maries together; possible attributes: jar of ointment
http://iconclass.org/11HH(PETRONILLA)11,,"the virgin and martyr Petronilla - female saint as patroness, protectress, intercessor"
http://iconclass.org/11HH(PETRONILLA)12,,"the virgin and martyr Petronilla - female saint writing, studying, teaching, dictating"
http://iconclass.org/11HH(PETRONILLA)13,,the virgin and martyr Petronilla - female saint as foundress of Order
http://iconclass.org/11HH(PETRONILLA)31,,"the virgin and martyr Petronilla - vocation, conversion of female saint"
http://iconclass.org/11HH(PETRONILLA)32,,"the virgin and martyr Petronilla - baptism, consecration, taking vows of female saint"
http://iconclass.org/11HH(PETRONILLA)33,,"the virgin and martyr Petronilla - renouncing worldly goods, ascetic life of female saint"
http://iconclass.org/11HH(PETRONILLA)34,,"the virgin and martyr Petronilla - vision(s), mystic marriage of female saint"
http://iconclass.org/11HH(PETRONILLA)35,,the virgin and martyr Petronilla - temptation of female saint
http://iconclass.org/11HH(PETRONILLA)36,,the virgin and martyr Petronilla - penitence of female saint
http://iconclass.org/11HH(PETRONILLA)37,,"the virgin and martyr Petronilla - female saint meditating, in ecstasy"
http://iconclass.org/11HH(PETRONILLA)59,,the virgin and martyr Petronilla - stigmatization of female saint
http://iconclass.org/11HH(PETRONILLA)68,,"the virgin and martyr Petronilla - death, deathbed of female saint"
http://iconclass.org/11HH(PETRONILLA)69,,the virgin and martyr Petronilla - maltreatment of the corpse of female saint
http://iconclass.org/11HH(PETRONILLA)81,,"the virgin and martyr Petronilla - finding, transportation of relics of female saint"
http://iconclass.org/11HH(PETRONILLA)82,,the virgin and martyr Petronilla - miracles occurring during handling of relics of female saint
http://iconclass.org/11HH(PETRONILLA)83,,"the virgin and martyr Petronilla - posthumous deeds, appearances of female saints"
http://iconclass.org/11HH(PETRONILLA)84,,"the virgin and martyr Petronilla - beatification, canonization of female saint"
http://iconclass.org/11HH(ROSA+OF+LIMA),,"the Dominican Tertiary Rosa (Rose) of Lima; possible attributes: anchor, crown of thorns, crucifix, infant Christ (in her arms or on a bunch of roses), lily, (wreath of) roses"
http://iconclass.org/11HH(SCHOLASTICA)0,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - female saint represented in a group"
http://iconclass.org/11HH(SCHOLASTICA)1,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - specific aspects ~ female saint"
http://iconclass.org/11HH(SCHOLASTICA)2,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - early life of female saint"
http://iconclass.org/11HH(SCHOLASTICA)3,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - personal devotion of female saint"
http://iconclass.org/11HH(SCHOLASTICA)4,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - non-miraculous activities and events ~ female saint"
http://iconclass.org/11HH(SCHOLASTICA)5,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(SCHOLASTICA)6,,"martyrdom, suffering, misfortune, death of St. Scholastica"
http://iconclass.org/11HH(SCHOLASTICA)7,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(SCHOLASTICA)8,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - post-mortem occurrences of female saint"
http://iconclass.org/11HH(SCHOLASTICA)9,,"the Benedictine abbess Scholastica, sister of Benedict of Nursia; possible attributes: book, crucifix, dove, lily, staff - portrait of female saint"
http://iconclass.org/11HH(WILGEFORTIS)0,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - female saint represented in a group"
http://iconclass.org/11HH(WILGEFORTIS)1,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - specific aspects ~ female saint"
http://iconclass.org/11HH(WILGEFORTIS)2,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - early life of female saint"
http://iconclass.org/11HH(WILGEFORTIS)3,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - personal devotion of female saint"
http://iconclass.org/11HH(WILGEFORTIS)4,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - non-miraculous activities and events ~ female saint"
http://iconclass.org/11HH(WILGEFORTIS)5,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(WILGEFORTIS)6,,"martyrdom, suffering, misfortune, death of St. Wilgefortis"
http://iconclass.org/11HH(WILGEFORTIS)7,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(WILGEFORTIS)8,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - post-mortem occurrences of female saint"
http://iconclass.org/11HH(WILGEFORTIS)9,,"the martyr Wilgefortis (Uncumber, Liberata); possible attributes: beard, crown, fiddler (with shoe), shoe - portrait of female saint"
http://iconclass.org/11I62(ADAM+&+EVE)1,,"Adam and Eve (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)"
http://iconclass.org/11I62(ADAM+&+EVE)2,,"Adam and Eve (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)"
http://iconclass.org/11I62(ADAM+&+EVE)3,,"Adam and Eve (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)"
http://iconclass.org/11I62(ADAM+&+EVE)4,,"Adam and Eve (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence"
http://iconclass.org/11I62(ADAM+&+EVE)5,,Adam and Eve (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
http://iconclass.org/11I62(ADAM+&+EVE)6,,"Adam and Eve (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics"
http://iconclass.org/11I62(ADAM+&+EVE)7,,"Adam and Eve (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament"
http://iconclass.org/11I62(GOG+&+MAGOG),,Gog and Magog (not in biblical context)
http://iconclass.org/11I62(ISH-BOSHETH),,Ish-bosheth (not in biblical context)
http://iconclass.org/11I62(MELCHIZEDEK),,"Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre"
http://iconclass.org/11I62(NOAH'S+SONS),,Noah's sons (not in biblical context)
http://iconclass.org/11I62(TUBALCAIN)71,,Tubalcain and Jubal forging nails
http://iconclass.org/11I72(MALEFACTORS),,Malefactors (not in biblical context)
http://iconclass.org/11I72(SIMON+MAGUS),,Simon Magus (not in biblical context)
http://iconclass.org/11P315(CARMELITES),,"monastic orders, monastic life: Carmelites"
http://iconclass.org/11P315(DOMINICANS),,"monastic orders, monastic life: Dominicans"
http://iconclass.org/11Q7121(CAMPANILE),,parts of church exterior and annexes: campanile
http://iconclass.org/11QQ7121(TRANSEPT),,"parts of church exterior and annexes: transept - QQ - small church, chapel"
http://iconclass.org/11QQ7121(TYMPANUM),,"parts of church exterior and annexes: tympanum - QQ - small church, chapel"
http://iconclass.org/12E91(ANTHESTERIA),,"'Anthesteria', festival of Dionysus"
http://iconclass.org/12E91(PANATHENAEA),,"'Panathenaea', feast in honour of Athena"
http://iconclass.org/12EE84(SAMOTHRACE),,"Samothracian mysteries, in honour of the Cabiri - EE - women only"
http://iconclass.org/12F92(LUDI+ROMANI),,"'Ludi Romani', in honour of Jupiter"
http://iconclass.org/12U(ANTHROPOSOPHY),,"miscellaneous religions, cults and doctrines: anthroposophy"
http://iconclass.org/12U(FREEMASONRY)10,,Freemasonry personified or symbolized
http://iconclass.org/12U(FREEMASONRY)11,,"conceptions and ideas visualized ~ Freemasonry - general ideas ~ miscellaneous religions, cults and doctrines"
http://iconclass.org/12U(FREEMASONRY)14,,representations of Freemasonry ~ natural phenomena
http://iconclass.org/12U(FREEMASONRY)15,,representations of Freemasonry ~ man and his nature
http://iconclass.org/12U(FREEMASONRY)17,,symbolic representations ~ Freemasonry
http://iconclass.org/12U(FREEMASONRY)18,,conceptions and ideas visualized ~ Freemasonry - the underworld
http://iconclass.org/12U(FREEMASONRY)19,,demons ~ Freemasonry
http://iconclass.org/12U(FREEMASONRY)21,,worship and devotion ~ Freemasonry
http://iconclass.org/12U(FREEMASONRY)22,,ritual practices ~ Freemasonry - ritual observances in daily life
http://iconclass.org/12U(FREEMASONRY)23,,ritual practices ~ Freemasonry - asceticism
http://iconclass.org/12U(FREEMASONRY)24,,ritual practices ~ Freemasonry - the believer
http://iconclass.org/12U(FREEMASONRY)44,,"miscellaneous religions, cults and doctrines: Freemasonry - ritual practices ~ death and burial"
http://iconclass.org/12U(FREEMASONRY)61,,"temple, shrine ~ Freemasonry"
http://iconclass.org/12U(FREEMASONRY)62,,altar ~ Freemasonry
http://iconclass.org/12U(FREEMASONRY)63,,"places and objects of worship ~ Freemasonry - statues, paintings, etc. ~ objects of worship"
http://iconclass.org/12U(FREEMASONRY)81,,"miscellaneous religions, cults and doctrines: Freemasonry - secret societies"
http://iconclass.org/12U(FREEMASONRY)82,,"miscellaneous religions, cults and doctrines: Freemasonry - fraternities"
http://iconclass.org/12U(FREEMASONRY)83,,"miscellaneous religions, cults and doctrines: Freemasonry - age groups"
http://iconclass.org/12U(FREEMASONRY)84,,"miscellaneous religions, cults and doctrines: Freemasonry - mystery cults"
http://iconclass.org/12U(FREEMASONRY)91,,"miscellaneous religions, cults and doctrines: Freemasonry - feasts and festivals"
http://iconclass.org/12U(FREEMASONRY)92,,"miscellaneous religions, cults and doctrines: Freemasonry - plays and games"
http://iconclass.org/12U(ROSICRUCIANS)1,,"miscellaneous religions, cults and doctrines: Rosicrucians - conceptions and ideas visualized"
http://iconclass.org/12U(ROSICRUCIANS)2,,"miscellaneous religions, cults and doctrines: Rosicrucians - ritual practices"
http://iconclass.org/12U(ROSICRUCIANS)3,,"miscellaneous religions, cults and doctrines: Rosicrucians - ritual practices with particular objectives"
http://iconclass.org/12U(ROSICRUCIANS)4,,"miscellaneous religions, cults and doctrines: Rosicrucians - ritual practices ~ stadia of human life"
http://iconclass.org/12U(ROSICRUCIANS)5,,"miscellaneous religions, cults and doctrines: Rosicrucians - religious functionaries"
http://iconclass.org/12U(ROSICRUCIANS)6,,"miscellaneous religions, cults and doctrines: Rosicrucians - places and objects of worship"
http://iconclass.org/12U(ROSICRUCIANS)7,,"miscellaneous religions, cults and doctrines: Rosicrucians - ritual objects and ritual means"
http://iconclass.org/12U(ROSICRUCIANS)8,,"miscellaneous religions, cults and doctrines: Rosicrucians - religious communities"
http://iconclass.org/12U(ROSICRUCIANS)9,,"miscellaneous religions, cults and doctrines: Rosicrucians - other social activities"
http://iconclass.org/12U(SOCINIANS)2181,,"miscellaneous religions, cults and doctrines: Socinians - dedication, e.g. of a sanctuary"
